DrugBankID,DiseaseID
DB00544,D004719
DB01169,D004719
DB01262,D004719
DB01006,D004719
DB00169,D004719
DB04224,D011014
DB00783,D011014
DB03843,D011014
DB00544,D011014
DB01169,D011014
DB01262,D011014
DB01006,D011014
DB00169,D011014
DB04224,D050171
DB00783,D050171
DB03843,D050171
DB00544,D050171
DB01169,D050171
DB01262,D050171
DB01006,D050171
DB00169,D050171
DB01262,C536629
DB00783,D018979
DB03843,D018979
DB00544,D018979
DB01169,D018979
DB04224,D001249
DB01006,D001249
DB04224,D000690
DB00783,D000690
DB03843,D000690
DB00544,D000690
DB01169,D000690
DB01262,D000690
DB01006,D000690
DB00169,D000690
DB00783,D055113
DB03843,D055113
DB00544,D055113
DB01169,D055113
DB01262,D055113
DB00169,D055113
DB04224,D000077216
DB01006,D000077216
DB04224,D003324
DB00544,D003324
DB01169,D003324
DB01006,D003324
DB00169,D003324
DB04224,D002561
DB01262,D002561
DB04224,D008659
DB00544,D008659
DB01169,D008659
DB01262,D008659
DB01006,D008659
DB00169,D008659
DB04224,D003924
DB01006,D003924
DB04224,D008103
DB01262,D008103
DB01006,D008103
DB04224,D009103
DB00544,D009103
DB01169,D009103
DB01262,D009103
DB01006,D009103
DB00169,D009103
DB04224,D012164
DB01006,D012164
DB00169,D012164
DB04224,D011658
DB01262,D011658
DB01006,D011658
DB00783,D011470
DB00544,D011470
DB01169,D011470
DB01262,D011470
DB01006,D011470
DB04224,D011471
DB01262,D011471
DB01006,D011471
DB04224,D010051
DB01006,D010051
DB04224,D009202
DB00783,D009202
DB03843,D009202
DB00544,D009202
DB01169,D009202
DB01262,D009202
DB01006,D009202
DB00169,D009202
DB04224,D001943
DB01006,D001943
DB04224,D066126
DB01262,D066126
DB01006,D066126
DB04224,D007938
DB01169,D007938
DB01262,D007938
DB01006,D007938
DB00169,D007938
DB04224,D017544
DB01262,D017544
DB01006,D017544
DB04224,D002280
DB01006,D002280
DB00169,D002280
DB04224,D015179
DB01006,D015179
DB04224,D008545
DB01006,D008545
DB04224,D005909
DB01006,D005909
DB04224,D013981
DB04224,D016403
DB01006,D016403
DB00169,D016403
DB04224,D064726
DB01262,D064726
DB04224,D014947
DB00783,D014947
DB03843,D014947
DB00544,D014947
DB01169,D014947
DB01262,D014947
DB01006,D014947
DB00169,D014947
DB04224,D014652
DB00783,D014652
DB03843,D014652
DB00544,D014652
DB01169,D014652
DB01262,D014652
DB01006,D014652
DB00169,D014652
DB04224,D055370
DB01262,D055370
DB01006,D055370
DB04224,D056735
DB00783,D056735
DB03843,D056735
DB00544,D056735
DB01169,D056735
DB01262,D056735
DB04224,D002289
DB01006,D002289
DB04224,D010518
DB00783,D010518
DB03843,D010518
DB00544,D010518
DB01169,D010518
DB01262,D010518
DB01006,D010518
DB04224,D001749
DB01006,D001749
DB04224,D012516
DB01006,D012516
DB04224,D008180
DB00783,D008180
DB03843,D008180
DB00544,D008180
DB01169,D008180
DB01262,D008180
DB01006,D008180
DB00169,D008180
DB04224,D050197
DB01006,D050197
DB00169,D050197
DB04224,D002292
DB01006,D002292
DB00169,D002292
DB04224,D009101
DB01262,D009101
DB01006,D009101
DB04224,D009765
DB01262,D009765
DB01006,D009765
DB04224,D008223
DB04224,D015459
DB01006,D015459
