DrugBankID,DiseaseID
DB00755,D000795
DB00755,D065627
DB00755,D063647
DB00755,D005317
DB00755,D005355
DB00755,D005706
DB00755,D005757
DB00755,D005909
DB00755,D005910
DB00755,D005922
DB00755,D015433
DB00755,D014890
DB00755,D006223
DB00755,D006323
DB00755,D006333
DB00755,D006402
DB00755,D006509
DB00755,D006526
DB00755,D006561
DB00755,D006566
DB00755,D006689
DB00755,D006949
DB00755,D006967
DB00755,D006973
DB00755,D006976
DB00755,D017379
DB00755,D000860
DB00755,D054990
DB00755,D007246
DB00755,D007248
DB00755,D007249
DB00755,D015212
DB00755,D058922
DB00755,D007333
DB00755,D055959
DB00755,C535531
DB00755,D007511
DB00755,D000083242
DB00755,D007674
DB00755,D007822
DB00755,D007938
DB00755,D015451
DB00755,D015459
DB00755,D015464
DB00755,D015470
DB00755,D020961
DB00755,D008103
DB00755,D008107
DB00755,D008113
DB00755,D008171
DB00755,D055370
DB00755,D008175
DB00755,D008180
DB00755,D008223
DB00755,D016393
DB00755,D016403
DB00755,D008228
DB00755,D008268
DB00755,D008269
DB00755,D008288
DB00755,D034701
DB00755,D008527
DB00755,D008545
DB00755,D001523
DB00755,D008659
DB00755,D024821
DB00755,D009062
DB00755,D009080
DB00755,D052016
DB00755,D009101
DB00755,D009103
DB00755,D009133
DB00755,D020388
DB00755,D009157
DB00755,D009190
DB00755,D009203
DB00755,D015428
DB00755,D018979
DB00755,D009298
DB00755,D000077274
DB00755,D056770
DB00755,D009442
DB00755,D009447
DB00755,D019636
DB00755,D009456
DB00755,D065626
DB00755,D009765
DB00755,D009767
DB00755,D010001
DB00755,D010003
DB00755,D020370
DB00755,D010024
DB00755,D012516
DB00755,D010051
DB00755,D010182
DB00755,D010190
DB00755,D050500
DB00755,D010300
DB00755,D020371
DB00755,D010518
DB00755,D010534
DB00755,D010911
DB00755,D010922
DB00755,D058226
DB00755,D011014
DB00755,D011085
DB00755,D011230
DB00755,D054198
DB00755,D011225
DB00755,D011470
DB00755,D011471
DB00755,D064129
DB00755,D000081029
DB00755,D029424
DB00755,D011655
DB00755,D011658
DB00755,D011832
DB00755,D015427
DB00755,D012128
DB00755,D012164
DB00755,D012173
DB00755,D012175
DB00755,D012509
DB00755,D012559
DB00755,D012595
DB00755,D018239
DB00755,D018805
DB00755,D012859
DB00755,D013119
DB00755,D000077195
DB00755,D013272
DB00755,D013274
DB00755,D000072660
DB00755,D013921
DB00755,D000077273
DB00755,D013964
DB00755,D013981
DB00755,D014029
DB00755,D014277
DB00755,D064726
DB00755,D014376
DB00755,D014397
DB00755,D001749
DB00755,D053201
DB00755,D002583
DB00755,C536494
DB00755,D014605
DB00755,D014652
DB00755,D014657
DB00755,D014947
